25
2.66969e-08,4.49548e-08,9.05695e-08,3.43638e-08,2.98413e-08,3.85302e-08,2.72733e-08,1.14493e-07,4.68904e-08,5.28468e-08,4.52995e-08,1.42849e-07,9.47348e-08,9.07411e-08,4.98907e-08,9.31181e-08,3.68598e-08,4.67632e-08,3.48135e-08,9.15457e-08,4.0772e-08,3.15075e-08,9.01529e-08,3.51102e-08,3.89318e-08
-86.0764,-100.603,-106.687,-98.2692,-97.0436,-99.2632,-96.262,-108.723,-100.969,-102.008,-100.669,-110.645,-107.077,-106.703,-101.508,-106.928,-98.8783,-100.945,-98.3822,-106.78,-99.7545,-97.5155,-106.647,-98.4559,-99.3533
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319
83.5479,86.1736,88.1018,84.9916,117.257,85.5344,76.5724,88.4985,106.945,86.7457,81.9631,88.7966,88.1853,85.9977,86.5526,88.1538,111.763,86.3218,79.5183,98.5857,109.585,122.653,88.093,49.0742,80.6377
32.882,299.78,75.7526,155.12,32.882,22.0199,32.882,281.224,299.78,312.45,299.78,81.0259,67.9082,75.7526,231.42,109.492,155.12,162.024,155.12,75.7526,22.0199,32.882,9.19772,32.882,22.0199
96.4521,93.8264,91.8982,95.0084,117.257,94.4656,76.5724,91.5015,106.945,93.2543,81.9631,91.2034,91.8147,85.9977,93.4474,91.8462,111.763,93.6782,79.5183,98.5857,109.585,57.3467,91.907,130.926,80.6377
212.882,240.22,104.247,204.88,212.882,337.98,212.882,101.224,240.22,312.45,240.22,261.026,67.9082,104.247,231.42,109.492,204.88,342.024,204.88,104.247,337.98,212.882,189.198,212.882,337.98
25
2.62241e-08,4.45317e-08,9.07798e-08,3.39064e-08,2.94191e-08,3.87071e-08,2.68107e-08,1.14789e-07,4.64849e-08,5.28546e-08,4.48796e-08,1.42435e-07,9.51394e-08,9.0951e-08,4.94471e-08,9.32894e-08,3.64338e-08,4.69657e-08,3.43621e-08,9.17537e-08,4.09392e-08,3.11079e-08,8.97693e-08,3.4752e-08,3.91069e-08
-85.9212,-100.521,-106.707,-98.1529,-96.9198,-99.303,-96.1134,-108.745,-100.893,-102.009,-100.588,-110.62,-107.114,-106.723,-101.43,-106.944,-98.7773,-100.983,-98.2688,-106.8,-99.79,-97.4046,-106.61,-98.3668,-99.3923
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319,6.28319
83.4311,86.1372,88.1062,84.9239,117.681,85.5548,76.3362,88.5024,107.098,86.7462,81.8874,88.7931,88.193,86.007,86.5217,88.1572,112.031,86.3377,79.379,98.5661,109.501,123.126,88.0849,48.5603,80.68
32.5988,299.603,76.0012,155.444,32.5988,21.3278,32.5988,281.027,299.603,312.939,299.603,81.134,67.7882,76.0012,231.509,109.236,155.444,162.575,155.444,76.0012,21.3278,32.5988,9.00026,32.5988,21.3278
96.5689,93.8628,91.8938,95.0761,117.681,94.4452,76.3362,91.4976,107.098,93.2538,81.8874,91.2069,91.807,86.007,93.4783,91.8428,112.031,93.6623,79.379,98.5661,109.501,56.8738,91.9151,131.44,80.68
212.599,240.397,103.999,204.556,212.599,338.672,212.599,101.027,240.397,312.939,240.397,261.134,67.7882,103.999,231.509,109.236,204.556,342.575,204.556,103.999,338.672,212.599,189,212.599,338.672
25
